272,0
305,1
183,2
113,3
145,4
230,5
242,6
197,7
83,8
132,9
93,10
183,11
161,12
257,13
90,14
206,15
111,16
233,17
137,18
191,19
72,20
204,21
181,22
178,23
190,24
108,25
72,26
107,27
106,28
105,29
162,30
178,31
174,32
84,33
80,34
167,35
146,36
160,37
180,38
73,39
98,40
77,41
161,42
126,43
103,44
86,45
172,46
101,47
70,48
67,49
90,50
176,51
83,52
177,53
130,54
125,55
56,56
103,57
55,58
147,59
128,60
174,61
71,62
152,63
125,64
86,65
51,66
165,67
134,68
161,69
109,70
105,71
143,72
72,73
46,74
147,75
86,76
149,77
128,78
57,79
113,80
160,81
49,82
58,83
51,84
92,85
140,86
60,87
101,88
89,89
57,90
97,91
82,92
97,93
43,94
78,95
66,96
121,97
68,98
149,99
58,0
58,1
75,2
164,3
84,4
103,5
88,6
109,7
96,8
94,9
75,10
71,11
81,12
117,13
95,14
89,15
83,16
104,17
70,18
125,19
74,20
52,21
53,22
120,23
129,24
137,25
107,26
96,27
124,28
124,29
44,30
111,31
114,32
64,33
111,34
149,35
127,36
57,37
68,38
62,39
44,40
59,41
114,42
90,43
102,44
108,45
114,46
157,47
104,48
77,49
37,50
85,51
118,52
140,53
41,54
52,55
45,56
121,57
85,58
69,59
55,60
53,61
37,62
44,63
49,64
62,65
43,66
56,67
43,68
54,69
47,70
57,71
50,72
54,73
41,74
54,75
45,76
58,77
45,78
51,79
42,80
47,81
35,82
53,83
49,84
49,85
38,86
49,87
45,88
52,89
41,90
54,91
43,92
58,93
41,94
57,95
39,96
51,97
40,98
47,99
74,0
148,1
47,2
81,3
99,4
124,5
37,6
48,7
68,8
52,9
60,10
112,11
70,12
134,13
63,14
109,15
58,16
72,17
70,18
45,19
43,20
74,21
44,22
62,23
54,24
58,25
43,26
56,27
41,28
56,29
43,30
53,31
39,32
51,33
44,34
50,35
46,36
43,37
40,38
53,39
47,40
52,41
45,42
55,43
45,44
53,45
44,46
50,47
44,48
52,49
50,50
48,51
43,52
51,53
40,54
51,55
42,56
39,57
37,58
49,59
41,60
49,61
39,62
44,63
37,64
48,65
36,66
49,67
38,68
44,69
38,70
47,71
36,72
43,73
36,74
43,75
36,76
47,77
40,78
39,79
31,80
43,81
35,82
43,83
36,84
42,85
34,86
42,87
34,88
45,89
33,90
44,91
34,92
47,93
35,94
41,95
34,96
44,97
36,98
43,99
171,0
221,1
117,2
124,3
99,4
113,5
99,6
113,7
98,8
103,9
92,10
104,11
88,12
104,13
89,14
108,15
88,16
111,17
99,18
95,19
80,20
92,21
83,22
100,23
87,24
84,25
63,26
87,27
79,28
79,29
83,30
96,31
78,32
88,33
68,34
92,35
79,36
72,37
59,38
69,39
71,40
90,41
76,42
74,43
66,44
84,45
77,46
69,47
61,48
79,49
70,50
60,51
67,52
88,53
69,54
66,55
59,56
89,57
58,58
83,59
64,60
81,61
60,62
73,63
50,64
68,65
63,66
78,67
62,68
73,69
63,70
65,71
62,72
81,73
63,74
70,75
60,76
72,77
47,78
58,79
55,80
72,81
58,82
65,83
52,84
68,85
60,86
56,87
54,88
63,89
56,90
61,91
56,92
70,93
42,94
58,95
52,96
62,97
52,98
68,99
73,0
81,1
69,2
144,3
50,4
54,5
70,6
155,7
84,8
96,9
83,10
71,11
81,12
100,13
70,14
87,15
47,16
88,17
61,18
109,19
105,20
163,21
100,22
115,23
122,24
51,25
65,26
90,27
128,28
152,29
135,30
146,31
82,32
106,33
40,34
91,35
75,36
53,37
79,38
58,39
68,40
60,41
109,42
89,43
98,44
95,45
37,46
64,47
52,48
65,49
50,50
65,51
51,52
63,53
44,54
59,55
45,56
67,57
47,58
59,59
47,60
57,61
44,62
48,63
36,64
53,65
41,66
59,67
44,68
53,69
43,70
55,71
47,72
55,73
45,74
57,75
42,76
55,77
42,78
56,79
42,80
50,81
39,82
42,83
37,84
50,85
38,86
50,87
40,88
51,89
40,90
56,91
41,92
52,93
40,94
53,95
39,96
52,97
36,98
50,99
89,0
129,1
60,2
93,3
68,4
103,5
66,6
52,7
53,8
57,9
41,10
62,11
48,12
53,13
48,14
57,15
45,16
50,17
43,18
54,19
44,20
54,21
43,22
52,23
42,24
52,25
38,26
51,27
46,28
51,29
42,30
51,31
39,32
53,33
43,34
54,35
44,36
49,37
41,38
47,39
41,40
50,41
36,42
48,43
36,44
41,45
35,46
46,47
43,48
49,49
47,50
56,51
41,52
48,53
40,54
48,55
39,56
49,57
39,58
45,59
36,60
46,61
37,62
45,63
37,64
45,65
37,66
40,67
32,68
44,69
35,70
43,71
40,72
44,73
35,74
45,75
34,76
44,77
37,78
47,79
35,80
45,81
34,82
43,83
36,84
44,85
34,86
43,87
34,88
42,89
36,90
38,91
37,92
44,93
35,94
42,95
36,96
44,97
35,98
41,99
38,100
48,101
35,102
48,103
34,104
39,105
34,106
42,107
33,108
42,109
35,110
41,111
40,112
42,113
32,114
38,115
31,116
40,117
33,118
41,119
33,120
44,121
43,122
42,123
33,124
41,125
33,126
39,127
38,128
40,129
33,130
40,131
34,132
43,133
33,134
41,135
30,136
39,137
30,138
39,139
31,140
35,141
31,142
38,143
31,144
40,145
33,146
40,147
32,148
39,149
33,150
38,151
34,152
39,153
31,154
39,155
32,156
39,157
31,158
39,159
31,160
40,161
33,162
41,163
33,164
40,165
31,166
35,167
29,168
38,169
32,170
38,171
35,172
38,173
31,174
39,175
30,176
38,177
41,178
39,179
30,180
39,181
33,182
41,183
31,184
37,185
33,186
40,187
31,188
37,189
29,190
38,191
29,192
38,193
31,194
34,195
32,196
39,197
32,198
40,199
33,200
39,201
31,202
38,203
34,204
38,205
31,206
36,207
31,208
36,209
32,210
38,211
32,212
36,213
35,214
68,215
30,216
39,217
30,218
34,219
28,220
33,221
34,222
36,223
32,224
38,225
30,226
44,227
31,228
36,229
32,230
38,231
31,232
36,233
32,234
38,235
31,236
39,237
30,238
35,239
30,240
38,241
31,242
38,243
30,244
41,245
30,246
34,247
28,248
35,249
34,250
37,251
31,252
37,253
38,254
50,255
31,256
37,257
31,258
37,259
30,260
38,261
31,262
37,263
30,264
37,265
30,266
36,267
30,268
35,269
29,270
41,271
32,272
35,273
28,274
33,275
31,276
36,277
29,278
36,279
31,280
35,281
30,282
36,283
30,284
37,285
31,286
34,287
30,288
34,289
30,290
34,291
29,292
35,293
30,294
35,295
32,296
36,297
30,298
36,299
29,300
33,301
28,302
31,303
27,304
31,305
32,306
36,307
30,308
33,309
30,310
34,311
31,312
33,313
29,314
34,315
30,316
36,317
29,318
35,319
30,320
34,321
29,322
33,323
30,324
34,325
29,326
37,327
29,328
34,329
28,330
33,331
29,332
32,333
28,334
33,335
29,336
35,337
30,338
34,339
29,340
35,341
29,342
36,343
29,344
37,345
29,346
35,347
29,348
37,349
29,350
33,351
27,352
33,353
31,354
41,355
27,356
38,357
30,358
34,359
29,360
34,361
27,362
30,363
26,364
35,365
29,366
32,367
33,368
33,369
28,370
33,371
29,372
34,373
29,374
32,375
29,376
31,377
32,378
33,379
28,380
33,381
27,382
